"Market order: O00001, 09:30:00, BUY, 100"
"Market order: O13819, 16:11:58, BUY, 500"
"Market order: O13820, 16:11:59, SELL, 100"
"Market order: O13821, 16:12:02, SELL, 800"
"Market order: O13822, 16:12:04, BUY, 500"
"Add limit order: O13823, 16:12:06, BUY, 200, $ 33.97"
"Add limit order: O13824, 16:12:07, BUY, 700, $ 27.2"
"Market order: O13825, 16:12:08, SELL, 100"
"Add limit order: O13826, 16:12:09, SELL, 500, $ 38.32"
"Market order: O13827, 16:12:10, SELL, 300"
"Cancel: O03283, 11:05:21, SELL, 500, $ 43.6"
"Add limit order: O13828, 16:12:14, BUY, 400, $ 33.11"
"Add limit order: O13829, 16:12:16, BUY, 300, $ 26.35"
"Market order: O13830, 16:12:18, SELL, 600"
"Add limit order: O13831, 16:12:20, BUY, 100, $ 30.1"
"Market order: O13832, 16:12:23, BUY, 900"
"Market order: O13833, 16:12:24, SELL, 400"
"Market order: O13834, 16:12:25, SELL, 300"
"Market order: O13835, 16:12:26, BUY, 600"
"Market order: O13836, 16:12:28, SELL, 200"
"Market order: O13837, 16:12:32, BUY, 100"
"Market order: O13838, 16:12:33, BUY, 100"
"Add limit order: O13839, 16:12:34, BUY, 200, $ 33.82"
"Add limit order: O13840, 16:12:36, SELL, 300, $ 44.34"
"Market order: O13841, 16:12:38, BUY, 700"
"Market order: O13842, 16:12:39, SELL, 500"
"Add limit order: O13843, 16:12:41, BUY, 400, $ 30.18"
"Add limit order: O13844, 16:12:42, BUY, 500, $ 34.02"
"Market order: O13845, 16:12:43, SELL, 500"
"Market order: O13846, 16:12:45, SELL, 400"
"Add limit order: O13847, 16:12:47, SELL, 500, $ 39.14"
"Market order: O13848, 16:12:48, BUY, 100"
"Market order: O13849, 16:12:51, SELL, 500"
"Add limit order: O13850, 16:12:53, BUY, 100, $ 32.59"
"Add limit order: O13851, 16:12:55, SELL, 300, $ 41.33"
"Add limit order: O13852, 16:12:56, BUY, 400, $ 26.94"
"Market order: O13853, 16:12:57, BUY, 600"
"Add limit order: O13854, 16:12:58, BUY, 400, $ 27.25"
"Add limit order: O13855, 16:12:59, SELL, 200, $ 39.62"
"Market order: O13856, 16:13:00, BUY, 400"
"Market order: O13857, 16:13:02, SELL, 300"
"Add limit order: O13858, 16:13:03, SELL, 400, $ 44.18"
"Add limit order: O13859, 16:13:05, BUY, 600, $ 28.4"
"Add limit order: O13860, 16:13:06, BUY, 200, $ 28.56"
"Add limit order: O13861, 16:13:07, SELL, 400, $ 37.89"
"Market order: O13862, 16:13:10, BUY, 100"
"Add limit order: O13863, 16:13:11, SELL, 600, $ 38.06"
"Market order: O13864, 16:13:15, BUY, 100"
"Add limit order: O13865, 16:13:17, SELL, 200, $ 37.12"
"Add limit order: O13866, 16:13:19, SELL, 200, $ 41.33"
"Add limit order: O13867, 16:13:22, BUY, 200, $ 34.61"
"Add limit order: O13868, 16:13:24, BUY, 400, $ 26.03"
"Market order: O13869, 16:13:26, SELL, 800"
"Add limit order: O13870, 16:13:27, BUY, 500, $ 29.63"
"Market order: O13871, 16:13:30, BUY, 500"
"Add limit order: O13872, 16:13:32, BUY, 600, $ 27.89"
"Add limit order: O13873, 16:13:33, BUY, 900, $ 30.09"
"Add limit order: O13874, 16:13:36, BUY, 400, $ 29.66"
"Market order: O13875, 16:13:39, SELL, 200"
"Add limit order: O13876, 16:13:40, BUY, 300, $ 28.56"
"Add limit order: O13877, 16:13:46, BUY, 300, $ 31.66"
"Add limit order: O13878, 16:13:51, SELL, 100, $ 39.86"
"Add limit order: O13879, 16:13:52, SELL, 300, $ 37.02"
"Add limit order: O13880, 16:13:54, BUY, 400, $ 27.28"
"Add limit order: O13881, 16:13:55, SELL, 400, $ 35.53"
"Cancel: O04841, 11:49:42, SELL, 300, $ 43.38"
"Market order: O13882, 16:13:57, BUY, 500"
"Market order: O13883, 16:13:58, BUY, 500"
"Market order: O13884, 16:14:00, BUY, 600"
"Add limit order: O13885, 16:14:01, BUY, 200, $ 32.9"
"Add limit order: O13886, 16:14:02, BUY, 600, $ 33.08"
"Market order: O13887, 16:14:04, BUY, 400"
"Add limit order: O13888, 16:14:05, SELL, 200, $ 39.17"
"Add limit order: O13889, 16:14:07, BUY, 100, $ 29.15"
"Add limit order: O13890, 16:14:09, BUY, 400, $ 34.07"
"Add limit order: O13891, 16:14:10, BUY, 500, $ 30.97"
"Add limit order: O13892, 16:14:11, SELL, 600, $ 40.49"
"Market order: O13893, 16:14:17, SELL, 800"
"Add limit order: O13894, 16:14:18, SELL, 200, $ 35.21"
"Market order: O13895, 16:14:19, BUY, 300"
"Add limit order: O13896, 16:14:22, BUY, 100, $ 27.54"
"Market order: O13897, 16:14:24, SELL, 600"
"Market order: O13898, 16:14:25, SELL, 100"
"Market order: O13899, 16:14:26, SELL, 600"
"Add limit order: O13900, 16:14:28, BUY, 300, $ 34.63"
"Cancel: O01522, 10:14:00, SELL, 600, $ 43.74"
"Market order: O13901, 16:14:32, SELL, 100"
"Add limit order: O13902, 16:14:35, BUY, 800, $ 29.38"
"Add limit order: O13903, 16:14:38, BUY, 400, $ 28.14"
"Add limit order: O13904, 16:14:40, SELL, 500, $ 40.49"
"Add limit order: O13905, 16:14:41, BUY, 400, $ 28.09"
"Market order: O13906, 16:14:43, BUY, 200"
"Add limit order: O13907, 16:14:45, SELL, 700, $ 40.47"
"Market order: O13908, 16:14:47, BUY, 100"
"Market order: O13909, 16:14:48, BUY, 500"
"Market order: O13910, 16:14:49, BUY, 100"
"Market order: O13911, 16:14:52, SELL, 100"
"Add limit order: O13912, 16:14:56, BUY, 200, $ 29.49"
"Market order: O13913, 16:14:59, SELL, 400"
"Add limit order: O13914, 16:15:00, BUY, 500, $ 31.01"
"Cancel: O12071, 15:20:46, BUY, 900, $ 27.96"
"Add limit order: O13915, 16:15:02, SELL, 500, $ 43.39"
"Market order: O13916, 16:15:03, SELL, 500"
"Market order: O13917, 16:15:04, BUY, 800"
"Cancel: O00292, 09:38:32, SELL, 600, $ 44.57"
"Add limit order: O13918, 16:15:06, BUY, 200, $ 34.77"
"Market order: O13919, 16:15:07, BUY, 400"
"Market order: O13920, 16:15:09, BUY, 500"
"Add limit order: O13921, 16:15:10, BUY, 300, $ 25.18"
"Market order: O13922, 16:15:11, SELL, 300"
"Market order: O13923, 16:15:13, BUY, 200"
"Market order: O13924, 16:15:15, SELL, 400"
"Add limit order: O13925, 16:15:16, SELL, 100, $ 41.82"
"Add limit order: O13926, 16:15:17, SELL, 300, $ 41.28"
"Market order: O13927, 16:15:19, SELL, 500"
"Market order: O13928, 16:15:22, BUY, 500"
"Market order: O13929, 16:15:23, SELL, 400"
"Add limit order: O13930, 16:15:24, SELL, 500, $ 35.17"
"Market order: O13931, 16:15:27, BUY, 400"
"Add limit order: O13932, 16:15:29, BUY, 100, $ 29.94"
"Add limit order: O13933, 16:15:30, BUY, 200, $ 30.83"
"Market order: O13934, 16:15:32, SELL, 200"
"Market order: O13935, 16:15:33, SELL, 300"
"Add limit order: O13936, 16:15:36, BUY, 300, $ 28.6"
"Add limit order: O13937, 16:15:37, SELL, 600, $ 38.78"
"Market order: O13938, 16:15:40, SELL, 300"
"Add limit order: O13939, 16:15:44, BUY, 300, $ 30.31"
"Market order: O13940, 16:15:47, BUY, 700"
"Market order: O13941, 16:15:49, BUY, 700"
"Add limit order: O13942, 16:15:50, BUY, 100, $ 26.46"
"Add limit order: O13943, 16:15:54, BUY, 400, $ 33.2"
"Market order: O13944, 16:15:55, SELL, 100"
"Market order: O13945, 16:15:57, BUY, 600"
"Market order: O13946, 16:15:58, BUY, 500"
"Add limit order: O13947, 16:16:01, BUY, 400, $ 27.11"
"Market order: O13948, 16:16:02, BUY, 500"
"Add limit order: O13949, 16:16:03, SELL, 300, $ 42.44"
"Market order: O13950, 16:16:04, BUY, 600"
"Add limit order: O13951, 16:16:05, SELL, 100, $ 37.92"
"Add limit order: O13952, 16:16:07, BUY, 500, $ 27.2"
"Add limit order: O13953, 16:16:08, SELL, 500, $ 39.77"
"Market order: O13954, 16:16:09, SELL, 100"
"Market order: O13955, 16:16:10, BUY, 100"
"Market order: O13956, 16:16:11, BUY, 300"
"Cancel: O00320, 09:39:22, BUY, 300, $ 26.8"
"Market order: O13957, 16:16:13, BUY, 100"
"Add limit order: O13958, 16:16:15, SELL, 300, $ 43.35"
"Market order: O13959, 16:16:16, BUY, 200"
"Market order: O13960, 16:16:17, SELL, 200"
"Add limit order: O13961, 16:16:18, BUY, 900, $ 30.17"
"Market order: O13962, 16:16:20, SELL, 900"
"Market order: O13963, 16:16:21, BUY, 100"
"Add limit order: O13964, 16:16:22, SELL, 900, $ 42.71"
"Market order: O13965, 16:16:23, BUY, 300"
"Add limit order: O13966, 16:16:24, BUY, 500, $ 26.71"
"Add limit order: O13967, 16:16:25, BUY, 400, $ 29.23"
"Market order: O13968, 16:16:27, SELL, 700"
"Market order: O13969, 16:16:28, BUY, 400"
"Add limit order: O13970, 16:16:29, BUY, 700, $ 29.67"
"Add limit order: O13971, 16:16:30, BUY, 100, $ 33.37"
"Add limit order: O13972, 16:16:32, SELL, 300, $ 44.17"
"Market order: O13973, 16:16:33, SELL, 200"
"Add limit order: O13974, 16:16:38, BUY, 300, $ 28.02"
"Add limit order: O13975, 16:16:39, BUY, 200, $ 26.37"
"Market order: O13976, 16:16:40, SELL, 500"
"Add limit order: O13977, 16:16:41, BUY, 300, $ 25.02"
"Add limit order: O13978, 16:16:43, BUY, 400, $ 25.23"
"Add limit order: O13979, 16:16:45, BUY, 200, $ 25.82"
"Market order: O13980, 16:16:50, SELL, 200"
"Add limit order: O13981, 16:16:51, SELL, 100, $ 43.78"
"Market order: O13982, 16:16:53, BUY, 800"
"Market order: O13983, 16:16:55, SELL, 100"
"Add limit order: O13984, 16:16:58, BUY, 200, $ 27.91"
"Add limit order: O13985, 16:16:59, SELL, 300, $ 37.11"
"Add limit order: O13986, 16:17:00, BUY, 600, $ 32.69"
"Add limit order: O13987, 16:17:01, BUY, 200, $ 25.12"
"Add limit order: O13988, 16:17:03, BUY, 500, $ 27.25"
"Add limit order: O13989, 16:17:04, BUY, 100, $ 26.65"
"Add limit order: O13990, 16:17:06, SELL, 400, $ 41.35"
"Market order: O13991, 16:17:08, SELL, 100"
"Market order: O13992, 16:17:09, SELL, 900"
"Add limit order: O13993, 16:17:10, BUY, 500, $ 28.35"
"Add limit order: O13994, 16:17:11, SELL, 300, $ 39.6"
"Market order: O13995, 16:17:12, BUY, 400"
"Add limit order: O13996, 16:17:13, BUY, 100, $ 30.67"
"Market order: O13997, 16:17:14, SELL, 100"
"Market order: O13998, 16:17:17, BUY, 500"
"Add limit order: O13999, 16:17:19, BUY, 100, $ 29.86"
"Add limit order: O14000, 16:17:20, SELL, 100, $ 41.46"
"Market order: O14001, 16:17:23, SELL, 800"
"Add limit order: O14002, 16:17:25, SELL, 900, $ 43.53"
"Market order: O14003, 16:17:28, BUY, 400"
"Market order: O14004, 16:17:29, SELL, 300"
"Market order: O14005, 16:17:30, SELL, 100"
"Market order: O14006, 16:17:32, BUY, 700"
"Market order: O14007, 16:17:35, SELL, 900"
"Add limit order: O14008, 16:17:36, SELL, 100, $ 39.97"
"Market order: O14009, 16:17:37, BUY, 200"
"Market order: O14010, 16:17:38, SELL, 100"
"Add limit order: O14011, 16:17:39, BUY, 200, $ 34.85"
"Add limit order: O14012, 16:17:40, BUY, 100, $ 32.82"
"Add limit order: O14013, 16:17:41, SELL, 600, $ 41.24"
"Add limit order: O14014, 16:17:43, BUY, 600, $ 31.75"
"Market order: O14015, 16:17:44, BUY, 200"
"Market order: O14016, 16:17:45, SELL, 300"
"Market order: O14017, 16:17:46, SELL, 500"
"Market order: O14018, 16:17:48, SELL, 300"
"Market order: O14019, 16:17:49, BUY, 100"
"Add limit order: O14020, 16:17:52, BUY, 100, $ 33.91"
"Market order: O14021, 16:17:53, BUY, 300"
"Add limit order: O14022, 16:17:54, SELL, 900, $ 42.23"
"Add limit order: O14023, 16:17:58, SELL, 300, $ 36.3"
"Cancel: O12714, 15:40:11, SELL, 300, $ 44.93"
"Market order: O14024, 16:18:02, SELL, 300"
"Market order: O14025, 16:18:05, BUY, 400"
"Market order: O14026, 16:18:06, SELL, 200"
"Add limit order: O14027, 16:18:09, BUY, 200, $ 32.29"
"Add limit order: O14028, 16:18:11, SELL, 600, $ 36.92"
"Add limit order: O14029, 16:18:12, BUY, 200, $ 34.63"
"Market order: O14030, 16:18:17, SELL, 200"
"Add limit order: O14031, 16:18:18, SELL, 400, $ 39.23"
"Add limit order: O14032, 16:18:21, SELL, 900, $ 36.72"
"Market order: O14033, 16:18:22, BUY, 400"
"Add limit order: O14034, 16:18:26, SELL, 400, $ 40.88"
"Market order: O14035, 16:18:28, BUY, 100"
"Market order: O14036, 16:18:33, BUY, 700"
"Add limit order: O14037, 16:18:34, BUY, 700, $ 33.93"
"Add limit order: O14038, 16:18:39, SELL, 500, $ 42.79"
"Market order: O14039, 16:18:40, BUY, 500"
"Add limit order: O14040, 16:18:41, SELL, 500, $ 43.16"
"Add limit order: O14041, 16:18:43, SELL, 100, $ 38.7"
"Add limit order: O14042, 16:18:45, BUY, 400, $ 27.26"
"Add limit order: O14043, 16:18:48, BUY, 700, $ 28.23"
"Add limit order: O14044, 16:18:53, BUY, 400, $ 34.29"
"Market order: O14045, 16:18:55, BUY, 700"
"Market order: O14046, 16:18:58, BUY, 200"
"Add limit order: O14047, 16:18:59, BUY, 100, $ 26.23"
"Add limit order: O14048, 16:19:01, SELL, 600, $ 39.65"
"Add limit order: O14049, 16:19:03, SELL, 400, $ 36.75"
"Market order: O14050, 16:19:04, SELL, 100"
"Market order: O14051, 16:19:05, BUY, 600"
"Market order: O14052, 16:19:06, BUY, 500"
"Add limit order: O14053, 16:19:08, SELL, 300, $ 44.07"
"Market order: O14054, 16:19:09, BUY, 400"
"Add limit order: O14055, 16:19:10, SELL, 400, $ 38.87"
"Add limit order: O14056, 16:19:12, BUY, 300, $ 31.43"
"Market order: O14057, 16:19:15, BUY, 900"
"Add limit order: O14058, 16:19:17, BUY, 100, $ 29.84"
"Add limit order: O14059, 16:19:18, BUY, 200, $ 33.05"
"Add limit order: O14060, 16:19:23, BUY, 300, $ 27.84"
"Add limit order: O14061, 16:19:24, BUY, 300, $ 32.82"
"Market order: O14062, 16:19:25, SELL, 200"
"Add limit order: O14063, 16:19:26, SELL, 700, $ 42.5"
"Add limit order: O14064, 16:19:29, SELL, 100, $ 40.53"
"Add limit order: O14065, 16:19:30, SELL, 100, $ 42.79"
"Market order: O14066, 16:19:31, SELL, 600"
"Market order: O14067, 16:19:32, BUY, 400"
"Add limit order: O14068, 16:19:33, BUY, 300, $ 30.66"
"Add limit order: O14069, 16:19:34, SELL, 700, $ 38.83"
"Market order: O14070, 16:19:36, BUY, 400"
"Add limit order: O14071, 16:19:38, BUY, 500, $ 31.35"
"Market order: O14072, 16:19:39, BUY, 400"
"Market order: O14073, 16:19:40, BUY, 900"
"Cancel: O01480, 10:12:42, SELL, 300, $ 44.98"
"Market order: O14074, 16:19:44, SELL, 600"
"Market order: O14075, 16:19:46, SELL, 700"
"Market order: O14076, 16:19:48, BUY, 600"
"Add limit order: O14077, 16:19:50, SELL, 300, $ 37.33"
"Market order: O14078, 16:19:52, SELL, 200"
"Market order: O14079, 16:19:54, SELL, 200"
"Add limit order: O14080, 16:19:55, SELL, 300, $ 42.86"
"Add limit order: O14081, 16:19:59, BUY, 100, $ 33.87"
"Market order: O14082, 16:20:00, BUY, 600"
"Market order: O14083, 16:20:03, BUY, 300"
"Market order: O14084, 16:20:05, SELL, 400"
"Add limit order: O14085, 16:20:06, BUY, 200, $ 26.07"
"Market order: O14086, 16:20:12, BUY, 100"
"Add limit order: O14087, 16:20:13, SELL, 800, $ 37.44"
"Add limit order: O14088, 16:20:14, BUY, 100, $ 34.31"
"Market order: O14089, 16:20:15, SELL, 300"
"Add limit order: O14090, 16:20:16, BUY, 400, $ 30.49"
"Add limit order: O14091, 16:20:17, BUY, 500, $ 33.94"
"Market order: O14092, 16:20:18, SELL, 300"
"Market order: O14093, 16:20:21, BUY, 100"
"Market order: O14094, 16:20:22, SELL, 100"
"Market order: O14095, 16:20:23, BUY, 200"
"Add limit order: O14096, 16:20:24, BUY, 900, $ 27.25"
"Add limit order: O14097, 16:20:25, SELL, 700, $ 35.54"
"Add limit order: O14098, 16:20:27, BUY, 100, $ 31.72"
"Market order: O14099, 16:20:28, BUY, 300"
"Add limit order: O14100, 16:20:29, SELL, 300, $ 44.96"
"Market order: O14101, 16:20:30, SELL, 600"
"Market order: O14102, 16:20:31, BUY, 200"
"Add limit order: O14103, 16:20:32, SELL, 200, $ 43.58"
"Market order: O14104, 16:20:33, SELL, 300"
"Add limit order: O14105, 16:20:36, BUY, 100, $ 27.97"
"Market order: O14106, 16:20:40, SELL, 200"
"Market order: O14107, 16:20:41, BUY, 800"
"Market order: O14108, 16:20:42, SELL, 600"
"Cancel: O00002, 09:30:02, BUY, 400, $ 27.84"
"Market order: O14109, 16:20:44, BUY, 200"
"Cancel: O00761, 09:52:12, SELL, 300, $ 44.39"
"Market order: O14110, 16:20:46, BUY, 400"
"Add limit order: O14111, 16:20:47, SELL, 400, $ 39.34"
"Market order: O14112, 16:20:48, BUY, 100"
"Cancel: O04727, 11:46:39, SELL, 200, $ 43.48"
"Market order: O14113, 16:20:50, BUY, 500"
"Add limit order: O14114, 16:20:51, BUY, 700, $ 32.11"
"Add limit order: O14115, 16:20:53, SELL, 100, $ 41.45"
"Add limit order: O14116, 16:20:56, SELL, 100, $ 37.67"
"Add limit order: O14117, 16:20:58, SELL, 100, $ 43.7"
"Add limit order: O14118, 16:21:00, BUY, 800, $ 32.53"
"Market order: O14119, 16:21:01, BUY, 600"
"Add limit order: O14120, 16:21:02, SELL, 200, $ 43.08"
"Market order: O14121, 16:21:06, BUY, 700"
"Market order: O14122, 16:21:07, BUY, 600"
"Add limit order: O14123, 16:21:08, BUY, 400, $ 29.21"
"Add limit order: O14124, 16:21:10, BUY, 100, $ 32.36"
"Add limit order: O14125, 16:21:14, SELL, 900, $ 40.75"
"Market order: O14126, 16:21:15, BUY, 500"
"Market order: O14127, 16:21:16, BUY, 300"
"Market order: O14128, 16:21:17, SELL, 600"
"Add limit order: O14129, 16:21:18, BUY, 400, $ 31.24"
"Add limit order: O14130, 16:21:19, BUY, 100, $ 26.41"
"Add limit order: O14131, 16:21:20, BUY, 200, $ 25.41"
"Market order: O14132, 16:21:22, BUY, 100"
"Add limit order: O14133, 16:21:23, SELL, 300, $ 36.33"
"Add limit order: O14134, 16:21:24, BUY, 600, $ 31.19"
"Add limit order: O14135, 16:21:25, SELL, 100, $ 42.65"
"Market order: O14136, 16:21:26, BUY, 600"
"Market order: O14137, 16:21:27, SELL, 100"
"Market order: O14138, 16:21:28, BUY, 600"
"Add limit order: O14139, 16:21:29, SELL, 200, $ 39.16"
"Add limit order: O14140, 16:21:30, BUY, 400, $ 26.02"
"Add limit order: O14141, 16:21:31, SELL, 400, $ 40.71"
"Add limit order: O14142, 16:21:32, SELL, 700, $ 38.8"
"Add limit order: O14143, 16:21:33, SELL, 900, $ 36.24"
"Market order: O14144, 16:21:36, SELL, 700"
"Market order: O14145, 16:21:39, SELL, 300"
"Market order: O14146, 16:21:41, BUY, 900"
"Market order: O14147, 16:21:42, SELL, 200"
"Add limit order: O14148, 16:21:44, BUY, 400, $ 33.69"
"Add limit order: O14149, 16:21:47, BUY, 600, $ 34.21"
"Market order: O14150, 16:21:49, BUY, 300"
"Market order: O14151, 16:21:50, SELL, 200"
"Cancel: O00586, 09:47:01, BUY, 200, $ 26.21"
"Add limit order: O14152, 16:21:53, SELL, 200, $ 38.23"
"Cancel: O04563, 11:41:54, BUY, 200, $ 27.94"
"Add limit order: O14153, 16:21:56, SELL, 600, $ 35.38"
"Add limit order: O14154, 16:21:58, SELL, 200, $ 36.72"
"Add limit order: O14155, 16:21:59, SELL, 400, $ 37.89"
"Add limit order: O14156, 16:22:00, SELL, 100, $ 44.82"
"Add limit order: O14157, 16:22:03, SELL, 400, $ 38.84"
"Market order: O14158, 16:22:04, SELL, 500"
"Market order: O14159, 16:22:06, BUY, 500"
"Add limit order: O14160, 16:22:07, SELL, 100, $ 42.65"
"Add limit order: O14161, 16:22:08, BUY, 500, $ 25.65"
"Add limit order: O14162, 16:22:10, BUY, 900, $ 28.43"
"Market order: O14163, 16:22:12, BUY, 100"
"Add limit order: O14164, 16:22:13, SELL, 100, $ 42.95"
"Add limit order: O14165, 16:22:14, SELL, 400, $ 42.74"
"Add limit order: O14166, 16:22:15, SELL, 100, $ 41.61"
"Cancel: O01353, 10:09:10, BUY, 900, $ 27.25"
"Market order: O14167, 16:22:17, SELL, 300"
"Add limit order: O14168, 16:22:20, SELL, 400, $ 40.8"
"Market order: O14169, 16:22:21, SELL, 500"
"Cancel: O08736, 13:42:27, BUY, 100, $ 25.45"
"Add limit order: O14170, 16:22:23, SELL, 100, $ 35.63"
"Market order: O14171, 16:22:25, BUY, 200"
"Market order: O14172, 16:22:26, SELL, 900"
"Market order: O14173, 16:22:29, BUY, 500"
"Add limit order: O14174, 16:22:30, SELL, 200, $ 40.72"
"Market order: O14175, 16:22:32, BUY, 200"
"Add limit order: O14176, 16:22:33, BUY, 200, $ 34.65"
"Add limit order: O14177, 16:22:36, BUY, 500, $ 29.09"
"Market order: O14178, 16:22:37, BUY, 600"
"Add limit order: O14179, 16:22:38, BUY, 200, $ 33.38"
"Market order: O14180, 16:22:39, SELL, 500"
"Market order: O14181, 16:22:42, SELL, 300"
"Market order: O14182, 16:22:43, SELL, 300"
"Cancel: O13138, 15:51:52, BUY, 700, $ 25.99"
"Add limit order: O14183, 16:22:45, SELL, 500, $ 40.96"
"Market order: O14184, 16:22:46, SELL, 600"
"Market order: O14185, 16:22:49, BUY, 100"
"Market order: O14186, 16:22:51, BUY, 900"
"Market order: O14187, 16:22:53, BUY, 600"
"Add limit order: O14188, 16:22:54, SELL, 300, $ 37.77"
"Market order: O14189, 16:22:56, SELL, 600"
"Market order: O14190, 16:22:57, SELL, 600"
"Add limit order: O14191, 16:22:59, SELL, 900, $ 38.53"
"Market order: O14192, 16:23:01, BUY, 500"
"Add limit order: O14193, 16:23:02, SELL, 500, $ 41.12"
"Add limit order: O14194, 16:23:04, SELL, 500, $ 42.46"
"Add limit order: O14195, 16:23:05, BUY, 100, $ 25.94"
"Add limit order: O14196, 16:23:06, SELL, 300, $ 38.59"
"Add limit order: O14197, 16:23:08, SELL, 300, $ 39.85"
"Add limit order: O14198, 16:23:09, SELL, 600, $ 38.76"
"Add limit order: O14199, 16:23:12, BUY, 700, $ 30.35"
"Market order: O14200, 16:23:14, BUY, 200"
"Add limit order: O14201, 16:23:17, BUY, 400, $ 29.34"
"Market order: O14202, 16:23:18, BUY, 100"
"Add limit order: O14203, 16:23:24, BUY, 200, $ 29.47"
"Add limit order: O14204, 16:23:25, BUY, 300, $ 34.19"
"Add limit order: O14205, 16:23:26, BUY, 300, $ 26.13"
"Market order: O14206, 16:23:30, SELL, 400"
"Add limit order: O14207, 16:23:31, BUY, 300, $ 26.11"
"Market order: O14208, 16:23:32, BUY, 100"
"Market order: O14209, 16:23:33, SELL, 300"
"Add limit order: O14210, 16:23:34, BUY, 400, $ 28.03"
"Add limit order: O14211, 16:23:36, BUY, 700, $ 31.85"
"Add limit order: O14212, 16:23:37, BUY, 900, $ 28.16"
"Add limit order: O14213, 16:23:38, SELL, 300, $ 38.16"
"Add limit order: O14214, 16:23:39, BUY, 200, $ 30.18"
"Market order: O14215, 16:23:40, SELL, 300"
"Add limit order: O14216, 16:23:41, BUY, 300, $ 31.62"
"Add limit order: O14217, 16:23:42, SELL, 200, $ 42.12"
"Market order: O14218, 16:23:43, SELL, 500"
"Market order: O14219, 16:23:45, SELL, 500"
"Add limit order: O14220, 16:23:47, SELL, 500, $ 42.84"
"Add limit order: O14221, 16:23:48, BUY, 400, $ 31.33"
"Add limit order: O14222, 16:23:49, SELL, 100, $ 44.65"
"Market order: O14223, 16:23:50, BUY, 700"
"Add limit order: O14224, 16:23:52, SELL, 200, $ 37.12"
"Market order: O14225, 16:23:54, BUY, 100"
"Add limit order: O14226, 16:23:56, BUY, 300, $ 25.28"
"Market order: O14227, 16:23:57, SELL, 100"
