"Market order: O00001, 09:30:01, BUY, 900"
"Market order: O00002, 09:30:05, SELL, 700"
"Add limit order: O13161, 15:47:22, BUY, 300, $ 32.07"
"Add limit order: O13162, 15:47:23, BUY, 500, $ 30.73"
"Market order: O13163, 15:47:24, SELL, 400"
"Market order: O13164, 15:47:25, SELL, 300"
"Add limit order: O13165, 15:47:26, SELL, 200, $ 39.04"
"Cancel: O12983, 15:42:41, SELL, 500, $ 43.09"
"Market order: O13166, 15:47:29, BUY, 900"
"Add limit order: O13167, 15:47:30, SELL, 300, $ 38.84"
"Market order: O13168, 15:47:31, BUY, 200"
"Add limit order: O13169, 15:47:34, SELL, 700, $ 43.73"
"Market order: O13170, 15:47:35, SELL, 300"
"Add limit order: O13171, 15:47:38, SELL, 700, $ 36.18"
"Market order: O13172, 15:47:39, BUY, 300"
"Add limit order: O13173, 15:47:41, SELL, 100, $ 39.5"
"Add limit order: O13174, 15:47:42, SELL, 100, $ 36.9"
"Add limit order: O13175, 15:47:43, BUY, 400, $ 32.76"
"Market order: O13176, 15:47:44, SELL, 300"
"Market order: O13177, 15:47:45, SELL, 600"
"Add limit order: O13178, 15:47:46, SELL, 600, $ 39.82"
"Market order: O13179, 15:47:47, BUY, 200"
"Cancel: O05953, 12:21:17, SELL, 300, $ 44.33"
"Add limit order: O13180, 15:47:49, BUY, 500, $ 34.18"
"Add limit order: O13181, 15:47:50, SELL, 800, $ 35.64"
"Add limit order: O13182, 15:47:52, SELL, 600, $ 41.25"
"Cancel: O08072, 13:22:42, BUY, 100, $ 27.27"
"Add limit order: O13183, 15:47:58, BUY, 400, $ 25.24"
"Market order: O13184, 15:48:00, BUY, 600"
"Market order: O13185, 15:48:03, BUY, 800"
"Market order: O13186, 15:48:04, SELL, 200"
"Market order: O13187, 15:48:05, BUY, 200"
"Market order: O13188, 15:48:06, SELL, 600"
"Market order: O13189, 15:48:07, SELL, 500"
"Add limit order: O13190, 15:48:08, BUY, 700, $ 34.47"
"Add limit order: O13191, 15:48:09, SELL, 100, $ 44.97"
"Add limit order: O13192, 15:48:12, BUY, 300, $ 34.59"
"Add limit order: O13193, 15:48:13, BUY, 200, $ 33.92"
"Add limit order: O13194, 15:48:14, BUY, 200, $ 33.62"
"Add limit order: O13195, 15:48:15, SELL, 500, $ 42.56"
"Market order: O13196, 15:48:16, SELL, 100"
"Add limit order: O13197, 15:48:17, BUY, 200, $ 31.01"
"Add limit order: O13198, 15:48:18, BUY, 100, $ 34.27"
"Market order: O13199, 15:48:21, BUY, 100"
"Market order: O13200, 15:48:22, SELL, 600"
"Add limit order: O13201, 15:48:23, BUY, 500, $ 28.69"
"Market order: O13202, 15:48:24, BUY, 300"
"Add limit order: O13203, 15:48:25, SELL, 200, $ 42.53"
"Add limit order: O13204, 15:48:28, BUY, 400, $ 26.94"
"Market order: O13205, 15:48:30, BUY, 300"
"Add limit order: O13206, 15:48:31, BUY, 300, $ 27.39"
"Add limit order: O13207, 15:48:33, SELL, 300, $ 43.38"
"Market order: O13208, 15:48:34, BUY, 500"
"Cancel: O04098, 11:28:10, BUY, 600, $ 27.6"
"Add limit order: O13209, 15:48:36, BUY, 300, $ 34.25"
"Add limit order: O13210, 15:48:37, SELL, 700, $ 38.69"
"Market order: O13211, 15:48:38, SELL, 400"
"Add limit order: O13212, 15:48:39, SELL, 300, $ 38.39"
"Add limit order: O13213, 15:48:44, BUY, 300, $ 29.23"
"Add limit order: O13214, 15:48:45, SELL, 900, $ 35.51"
"Market order: O13215, 15:48:46, BUY, 300"
"Add limit order: O13216, 15:48:47, SELL, 200, $ 41.83"
"Add limit order: O13217, 15:48:48, SELL, 100, $ 38.48"
"Add limit order: O13218, 15:48:49, BUY, 900, $ 34.64"
"Market order: O13219, 15:48:50, SELL, 200"
"Market order: O13220, 15:48:55, SELL, 400"
"Market order: O13221, 15:48:56, BUY, 300"
"Add limit order: O13222, 15:48:57, BUY, 100, $ 28.56"
"Add limit order: O13223, 15:48:58, BUY, 500, $ 28.36"
"Add limit order: O13224, 15:49:00, SELL, 100, $ 35.8"
"Market order: O13225, 15:49:02, SELL, 300"
"Market order: O13226, 15:49:05, BUY, 400"
"Add limit order: O13227, 15:49:07, BUY, 900, $ 33.4"
"Add limit order: O13228, 15:49:08, SELL, 400, $ 41.23"
"Market order: O13229, 15:49:09, BUY, 500"
"Add limit order: O13230, 15:49:10, SELL, 800, $ 42.88"
"Market order: O13231, 15:49:11, BUY, 200"
"Market order: O13232, 15:49:12, BUY, 300"
"Market order: O13233, 15:49:13, SELL, 100"
"Add limit order: O13234, 15:49:14, BUY, 100, $ 30.78"
"Market order: O13235, 15:49:15, SELL, 400"
"Market order: O13236, 15:49:20, BUY, 200"
"Add limit order: O13237, 15:49:21, SELL, 300, $ 40.6"
"Add limit order: O13238, 15:49:22, SELL, 400, $ 42.49"
"Add limit order: O13239, 15:49:23, BUY, 300, $ 30.1"
"Market order: O13240, 15:49:25, BUY, 600"
"Add limit order: O13241, 15:49:26, BUY, 400, $ 33.95"
"Add limit order: O13242, 15:49:27, BUY, 600, $ 34.5"
"Add limit order: O13243, 15:49:28, SELL, 200, $ 36.95"
"Add limit order: O13244, 15:49:29, SELL, 400, $ 41.95"
"Add limit order: O13245, 15:49:30, BUY, 300, $ 34.21"
"Market order: O13246, 15:49:32, SELL, 600"
"Market order: O13247, 15:49:33, BUY, 500"
"Add limit order: O13248, 15:49:35, SELL, 100, $ 35.97"
"Add limit order: O13249, 15:49:36, SELL, 200, $ 40.95"
"Add limit order: O13250, 15:49:37, BUY, 200, $ 27.33"
"Add limit order: O13251, 15:49:38, SELL, 100, $ 42.59"
"Add limit order: O13252, 15:49:39, BUY, 400, $ 30.84"
"Market order: O13253, 15:49:40, SELL, 500"
"Add limit order: O13254, 15:49:41, BUY, 300, $ 28.82"
"Market order: O13255, 15:49:42, BUY, 900"
"Add limit order: O13256, 15:49:43, BUY, 100, $ 28.38"
"Add limit order: O13257, 15:49:46, BUY, 100, $ 25.72"
"Add limit order: O13258, 15:49:47, BUY, 200, $ 33.2"
"Market order: O13259, 15:49:48, SELL, 600"
"Add limit order: O13260, 15:49:49, SELL, 700, $ 37.81"
"Market order: O13261, 15:49:51, SELL, 400"
"Market order: O13262, 15:49:52, BUY, 300"
"Market order: O13263, 15:49:55, BUY, 200"
"Market order: O13264, 15:49:56, SELL, 100"
"Market order: O13265, 15:49:58, BUY, 100"
"Add limit order: O13266, 15:49:59, SELL, 800, $ 41.68"
"Market order: O13267, 15:50:00, BUY, 100"
"Market order: O13268, 15:50:01, SELL, 200"
"Add limit order: O13269, 15:50:02, SELL, 100, $ 42.06"
"Add limit order: O13270, 15:50:03, SELL, 600, $ 44.46"
"Market order: O13271, 15:50:04, BUY, 200"
"Add limit order: O13272, 15:50:05, BUY, 300, $ 27.89"
"Add limit order: O13273, 15:50:06, SELL, 400, $ 43.59"
"Cancel: O00347, 09:40:10, SELL, 200, $ 43.36"
"Add limit order: O13274, 15:50:11, SELL, 400, $ 36.25"
"Add limit order: O13275, 15:50:13, BUY, 200, $ 30.83"
"Market order: O13276, 15:50:14, SELL, 100"
"Market order: O13277, 15:50:15, SELL, 500"
"Market order: O13278, 15:50:18, BUY, 200"
"Market order: O13279, 15:50:20, BUY, 400"
"Market order: O13280, 15:50:22, SELL, 700"
"Market order: O13281, 15:50:23, BUY, 700"
"Add limit order: O13282, 15:50:25, BUY, 200, $ 34.25"
"Market order: O13283, 15:50:26, BUY, 700"
"Add limit order: O13284, 15:50:27, SELL, 400, $ 42.79"
"Market order: O13285, 15:50:30, SELL, 500"
"Add limit order: O13286, 15:50:33, BUY, 600, $ 31.32"
"Add limit order: O13287, 15:50:36, BUY, 200, $ 33.22"
"Add limit order: O13288, 15:50:37, BUY, 100, $ 31.08"
"Add limit order: O13289, 15:50:38, SELL, 600, $ 38.49"
"Add limit order: O13290, 15:50:39, SELL, 600, $ 40.48"
"Market order: O13291, 15:50:41, SELL, 900"
"Market order: O13292, 15:50:42, BUY, 800"
"Cancel: O01177, 10:04:18, SELL, 500, $ 44.84"
"Add limit order: O13293, 15:50:44, SELL, 400, $ 37.47"
"Add limit order: O13294, 15:50:45, SELL, 400, $ 37.57"
"Market order: O13295, 15:50:47, BUY, 100"
"Add limit order: O13296, 15:50:49, BUY, 100, $ 33.59"
"Market order: O13297, 15:50:50, BUY, 200"
"Market order: O13298, 15:50:51, BUY, 500"
"Market order: O13299, 15:50:53, SELL, 700"
"Cancel: O02403, 10:39:23, BUY, 800, $ 27.21"
"Add limit order: O13300, 15:50:56, SELL, 200, $ 41.93"
"Market order: O13301, 15:50:57, SELL, 900"
"Market order: O13302, 15:50:58, BUY, 200"
"Market order: O13303, 15:50:59, SELL, 900"
"Market order: O13304, 15:51:00, BUY, 200"
"Market order: O13305, 15:51:01, SELL, 700"
"Market order: O13306, 15:51:02, BUY, 500"
"Add limit order: O13307, 15:51:03, BUY, 100, $ 25.6"
"Add limit order: O13308, 15:51:05, BUY, 100, $ 33.78"
"Add limit order: O13309, 15:51:06, SELL, 200, $ 40.08"
"Add limit order: O13310, 15:51:07, BUY, 300, $ 29.99"
"Add limit order: O13311, 15:51:10, BUY, 400, $ 28.35"
"Market order: O13312, 15:51:11, SELL, 500"
"Add limit order: O13313, 15:51:12, BUY, 300, $ 25.46"
"Add limit order: O13314, 15:51:14, BUY, 500, $ 28.39"
"Add limit order: O13315, 15:51:18, BUY, 400, $ 26.22"
"Market order: O13316, 15:51:19, SELL, 100"
"Add limit order: O13317, 15:51:21, BUY, 300, $ 26.53"
"Market order: O13318, 15:51:23, BUY, 800"
"Market order: O13319, 15:51:25, SELL, 400"
"Add limit order: O13320, 15:51:26, BUY, 100, $ 30.56"
"Add limit order: O13321, 15:51:27, SELL, 200, $ 38.58"
"Market order: O13322, 15:51:28, SELL, 300"
"Market order: O13323, 15:51:30, BUY, 200"
"Add limit order: O13324, 15:51:31, SELL, 100, $ 38.59"
"Market order: O13325, 15:51:32, BUY, 300"
"Market order: O13326, 15:51:33, SELL, 500"
"Market order: O13327, 15:51:34, SELL, 600"
"Market order: O13328, 15:51:35, SELL, 900"
"Add limit order: O13329, 15:51:38, BUY, 300, $ 27.9"
"Add limit order: O13330, 15:51:39, SELL, 200, $ 36.98"
"Market order: O13331, 15:51:40, SELL, 600"
"Market order: O13332, 15:51:41, BUY, 300"
"Add limit order: O13333, 15:51:43, SELL, 300, $ 35.92"
"Add limit order: O13334, 15:51:44, BUY, 600, $ 28.93"
"Market order: O13335, 15:51:45, SELL, 200"
"Market order: O13336, 15:51:47, SELL, 200"
"Add limit order: O13337, 15:51:49, BUY, 200, $ 33.08"
"Add limit order: O13338, 15:51:50, SELL, 100, $ 35.9"
"Add limit order: O13339, 15:51:51, SELL, 400, $ 41.28"
"Add limit order: O13340, 15:51:52, BUY, 700, $ 34.66"
"Cancel: O10278, 14:24:56, BUY, 200, $ 25.5"
"Cancel: O09104, 13:51:45, BUY, 600, $ 26.68"
"Market order: O13341, 15:52:00, BUY, 900"
"Add limit order: O13342, 15:52:01, SELL, 500, $ 40.27"
"Add limit order: O13343, 15:52:03, BUY, 400, $ 29.12"
"Add limit order: O13344, 15:52:06, BUY, 400, $ 25.37"
"Add limit order: O13345, 15:52:09, SELL, 300, $ 41.42"
"Add limit order: O13346, 15:52:12, BUY, 800, $ 34.26"
"Add limit order: O13347, 15:52:13, BUY, 100, $ 28.08"
"Market order: O13348, 15:52:14, BUY, 500"
"Market order: O13349, 15:52:15, BUY, 300"
"Market order: O13350, 15:52:16, BUY, 900"
"Market order: O13351, 15:52:19, SELL, 100"
"Market order: O13352, 15:52:21, SELL, 500"
"Add limit order: O13353, 15:52:23, BUY, 500, $ 33.47"
"Market order: O13354, 15:52:24, BUY, 400"
"Add limit order: O13355, 15:52:25, BUY, 600, $ 26.48"
"Cancel: O09264, 13:56:13, BUY, 100, $ 27.77"
"Add limit order: O13356, 15:52:31, BUY, 500, $ 30.82"
"Add limit order: O13357, 15:52:32, BUY, 600, $ 27.56"
"Market order: O13358, 15:52:34, SELL, 600"
"Add limit order: O13359, 15:52:35, BUY, 700, $ 33.11"
"Market order: O13360, 15:52:36, BUY, 300"
"Add limit order: O13361, 15:52:37, SELL, 300, $ 44.09"
"Add limit order: O13362, 15:52:38, SELL, 300, $ 43.21"
"Add limit order: O13363, 15:52:40, BUY, 300, $ 28.42"
"Add limit order: O13364, 15:52:41, SELL, 300, $ 39.39"
"Market order: O13365, 15:52:42, BUY, 400"
"Market order: O13366, 15:52:44, BUY, 300"
"Add limit order: O13367, 15:52:45, SELL, 400, $ 37.58"
"Market order: O13368, 15:52:46, SELL, 600"
"Market order: O13369, 15:52:48, SELL, 500"
"Market order: O13370, 15:52:50, SELL, 500"
"Add limit order: O13371, 15:52:51, SELL, 200, $ 42.27"
"Add limit order: O13372, 15:52:53, BUY, 100, $ 27.53"
"Cancel: O01397, 10:10:25, SELL, 300, $ 44.17"
"Market order: O13373, 15:52:56, BUY, 300"
"Add limit order: O13374, 15:53:01, BUY, 900, $ 33.27"
"Add limit order: O13375, 15:53:02, SELL, 400, $ 35.87"
"Add limit order: O13376, 15:53:03, SELL, 600, $ 41.37"
"Add limit order: O13377, 15:53:05, SELL, 500, $ 44.53"
"Market order: O13378, 15:53:08, SELL, 500"
"Cancel: O02074, 10:30:03, BUY, 700, $ 27.34"
"Add limit order: O13379, 15:53:10, BUY, 100, $ 32.98"
"Market order: O13380, 15:53:12, BUY, 900"
"Market order: O13381, 15:53:13, BUY, 300"
"Add limit order: O13382, 15:53:14, SELL, 200, $ 37.76"
"Add limit order: O13383, 15:53:16, BUY, 500, $ 32.3"
"Market order: O13384, 15:53:17, BUY, 200"
"Add limit order: O13385, 15:53:19, SELL, 400, $ 35.11"
"Market order: O13386, 15:53:21, BUY, 400"
"Market order: O13387, 15:53:22, BUY, 500"
"Market order: O13388, 15:53:23, BUY, 300"
"Add limit order: O13389, 15:53:24, SELL, 200, $ 44.89"
"Add limit order: O13390, 15:53:26, BUY, 100, $ 34.3"
"Market order: O13391, 15:53:27, BUY, 300"
"Market order: O13392, 15:53:29, SELL, 900"
"Add limit order: O13393, 15:53:31, BUY, 500, $ 34.62"
"Add limit order: O13394, 15:53:33, BUY, 600, $ 28.34"
"Market order: O13395, 15:53:34, BUY, 200"
"Add limit order: O13396, 15:53:35, BUY, 700, $ 25.83"
"Market order: O13397, 15:53:37, SELL, 100"
"Add limit order: O13398, 15:53:39, BUY, 100, $ 33.88"
"Cancel: O08063, 13:22:27, SELL, 200, $ 44.06"
"Add limit order: O13399, 15:53:42, SELL, 800, $ 42.77"
"Add limit order: O13400, 15:53:43, SELL, 300, $ 35.13"
"Add limit order: O13401, 15:53:44, BUY, 500, $ 30.64"
"Market order: O13402, 15:53:45, SELL, 700"
"Market order: O13403, 15:53:49, BUY, 100"
"Market order: O13404, 15:53:50, BUY, 500"
"Market order: O13405, 15:53:52, SELL, 300"
"Add limit order: O13406, 15:53:53, SELL, 400, $ 39.97"
"Market order: O13407, 15:53:54, SELL, 600"
"Market order: O13408, 15:53:56, BUY, 300"
"Add limit order: O13409, 15:53:57, BUY, 900, $ 33.82"
"Market order: O13410, 15:53:58, SELL, 300"
"Add limit order: O13411, 15:53:59, BUY, 700, $ 31.31"
"Market order: O13412, 15:54:00, BUY, 600"
"Add limit order: O13413, 15:54:01, SELL, 100, $ 43.3"
"Market order: O13414, 15:54:02, BUY, 200"
"Market order: O13415, 15:54:03, SELL, 200"
"Market order: O13416, 15:54:05, SELL, 100"
"Market order: O13417, 15:54:06, SELL, 600"
"Add limit order: O13418, 15:54:10, SELL, 100, $ 35.52"
"Add limit order: O13419, 15:54:15, SELL, 600, $ 38.04"
"Add limit order: O13420, 15:54:16, SELL, 900, $ 42.8"
"Market order: O13421, 15:54:19, SELL, 100"
"Market order: O13422, 15:54:22, BUY, 800"
"Add limit order: O13423, 15:54:24, SELL, 900, $ 40.49"
"Cancel: O00248, 09:37:11, SELL, 500, $ 44.71"
"Add limit order: O13424, 15:54:27, BUY, 300, $ 27.16"
"Cancel: O10248, 14:24:06, BUY, 500, $ 27.75"
"Market order: O13425, 15:54:29, SELL, 700"
"Market order: O13426, 15:54:32, SELL, 100"
"Cancel: O04375, 11:36:13, BUY, 100, $ 25.66"
"Add limit order: O13427, 15:54:34, BUY, 500, $ 30.37"
"Add limit order: O13428, 15:54:35, BUY, 600, $ 33.02"
"Market order: O13429, 15:54:36, BUY, 700"
"Add limit order: O13430, 15:54:37, BUY, 400, $ 26.94"
"Add limit order: O13431, 15:54:38, SELL, 500, $ 40.71"
"Add limit order: O13432, 15:54:39, BUY, 200, $ 29.29"
"Market order: O13433, 15:54:41, SELL, 200"
"Add limit order: O13434, 15:54:42, SELL, 800, $ 44.39"
"Market order: O13435, 15:54:46, SELL, 400"
"Cancel: O04015, 11:25:40, SELL, 200, $ 44.4"
"Market order: O13436, 15:54:48, SELL, 200"
"Add limit order: O13437, 15:54:49, BUY, 400, $ 29.17"
"Market order: O13438, 15:54:52, SELL, 700"
"Market order: O13439, 15:54:53, SELL, 300"
"Add limit order: O13440, 15:54:57, BUY, 100, $ 29.59"
"Market order: O13441, 15:54:58, SELL, 600"
"Market order: O13442, 15:55:00, SELL, 500"
"Market order: O13443, 15:55:01, BUY, 300"
"Cancel: O06033, 12:23:24, BUY, 300, $ 27.42"
"Add limit order: O13444, 15:55:03, BUY, 900, $ 29.11"
"Market order: O13445, 15:55:04, BUY, 400"
"Add limit order: O13446, 15:55:07, BUY, 100, $ 28.66"
"Add limit order: O13447, 15:55:08, BUY, 300, $ 25.09"
"Market order: O13448, 15:55:09, BUY, 700"
"Add limit order: O13449, 15:55:11, BUY, 100, $ 25.83"
"Add limit order: O13450, 15:55:13, SELL, 300, $ 42.65"
"Market order: O13451, 15:55:14, SELL, 300"
"Market order: O13452, 15:55:16, SELL, 400"
"Add limit order: O13453, 15:55:17, BUY, 400, $ 31.92"
"Add limit order: O13454, 15:55:20, BUY, 100, $ 31.52"
"Cancel: O09368, 13:59:23, SELL, 200, $ 43.15"
"Add limit order: O13455, 15:55:24, BUY, 100, $ 26.81"
"Add limit order: O13456, 15:55:26, BUY, 600, $ 25.18"
"Market order: O13457, 15:55:28, BUY, 500"
"Market order: O13458, 15:55:30, SELL, 500"
"Add limit order: O13459, 15:55:31, BUY, 200, $ 25.13"
"Market order: O13460, 15:55:32, SELL, 400"
"Add limit order: O13461, 15:55:35, BUY, 400, $ 30.55"
"Add limit order: O13462, 15:55:36, BUY, 500, $ 33.0"
"Add limit order: O13463, 15:55:37, SELL, 600, $ 37.03"
"Add limit order: O13464, 15:55:38, BUY, 500, $ 31.51"
"Add limit order: O13465, 15:55:39, BUY, 400, $ 27.25"
"Market order: O13466, 15:55:42, SELL, 100"
"Cancel: O07213, 12:57:34, SELL, 200, $ 43.62"
"Add limit order: O13467, 15:55:49, SELL, 300, $ 42.17"
"Add limit order: O13468, 15:55:51, SELL, 100, $ 38.9"
"Market order: O13469, 15:55:53, SELL, 700"
"Add limit order: O13470, 15:55:54, SELL, 200, $ 38.19"
"Add limit order: O13471, 15:55:55, BUY, 300, $ 31.95"
"Add limit order: O13472, 15:55:57, BUY, 400, $ 32.69"
"Add limit order: O13473, 15:55:58, SELL, 100, $ 40.97"
"Add limit order: O13474, 15:56:01, BUY, 500, $ 31.73"
"Add limit order: O13475, 15:56:02, SELL, 700, $ 42.67"
"Add limit order: O13476, 15:56:03, BUY, 300, $ 31.12"
"Market order: O13477, 15:56:07, SELL, 500"
"Add limit order: O13478, 15:56:08, SELL, 400, $ 42.53"
"Add limit order: O13479, 15:56:10, BUY, 200, $ 28.08"
"Market order: O13480, 15:56:11, BUY, 800"
"Market order: O13481, 15:56:12, BUY, 700"
"Add limit order: O13482, 15:56:15, SELL, 400, $ 35.56"
"Add limit order: O13483, 15:56:16, SELL, 600, $ 41.7"
"Market order: O13484, 15:56:18, BUY, 600"
"Market order: O13485, 15:56:21, BUY, 300"
"Market order: O13486, 15:56:22, BUY, 800"
"Add limit order: O13487, 15:56:24, BUY, 700, $ 25.66"
"Market order: O13488, 15:56:27, SELL, 200"
"Market order: O13489, 15:56:28, BUY, 400"
"Market order: O13490, 15:56:29, SELL, 900"
"Market order: O13491, 15:56:31, SELL, 300"
"Add limit order: O13492, 15:56:32, SELL, 100, $ 42.13"
"Add limit order: O13493, 15:56:33, SELL, 400, $ 39.61"
"Add limit order: O13494, 15:56:34, BUY, 300, $ 32.97"
"Market order: O13495, 15:56:39, SELL, 600"
"Market order: O13496, 15:56:40, BUY, 300"
"Add limit order: O13497, 15:56:41, BUY, 100, $ 33.11"
"Add limit order: O13498, 15:56:42, BUY, 200, $ 34.77"
"Market order: O13499, 15:56:43, BUY, 400"
"Market order: O13500, 15:56:44, SELL, 400"
"Market order: O13501, 15:56:45, SELL, 500"
"Add limit order: O13502, 15:56:49, BUY, 500, $ 27.71"
"Market order: O13503, 15:56:52, BUY, 600"
"Market order: O13504, 15:56:56, SELL, 100"
"Add limit order: O13505, 15:56:57, BUY, 100, $ 26.34"
"Add limit order: O13506, 15:56:59, BUY, 900, $ 25.81"
"Market order: O13507, 15:57:00, BUY, 700"
"Add limit order: O13508, 15:57:01, BUY, 500, $ 25.28"
"Add limit order: O13509, 15:57:05, SELL, 100, $ 35.11"
"Cancel: O07003, 12:51:34, SELL, 400, $ 43.14"
"Add limit order: O13510, 15:57:07, BUY, 500, $ 28.06"
"Market order: O13511, 15:57:08, BUY, 500"
"Add limit order: O13512, 15:57:09, SELL, 200, $ 42.41"
"Add limit order: O13513, 15:57:13, SELL, 400, $ 40.68"
"Add limit order: O13514, 15:57:15, BUY, 100, $ 26.78"
"Add limit order: O13515, 15:57:18, BUY, 200, $ 31.95"
"Add limit order: O13516, 15:57:19, SELL, 100, $ 41.56"
"Market order: O13517, 15:57:20, SELL, 400"
"Market order: O13518, 15:57:22, BUY, 100"
"Add limit order: O13519, 15:57:24, BUY, 400, $ 32.34"
"Market order: O13520, 15:57:27, BUY, 200"
"Market order: O13521, 15:57:28, BUY, 400"
"Market order: O13522, 15:57:29, BUY, 300"
"Market order: O13523, 15:57:30, BUY, 500"
"Add limit order: O13524, 15:57:31, BUY, 400, $ 29.16"
"Market order: O13525, 15:57:32, BUY, 100"
"Add limit order: O13526, 15:57:37, SELL, 300, $ 36.39"
"Market order: O13527, 15:57:43, SELL, 200"
"Cancel: O02339, 10:37:29, SELL, 500, $ 44.58"
"Add limit order: O13528, 15:57:46, SELL, 200, $ 42.45"
"Add limit order: O13529, 15:57:48, SELL, 400, $ 40.37"
"Add limit order: O13530, 15:57:50, BUY, 400, $ 31.97"
"Market order: O13531, 15:57:51, SELL, 500"
"Market order: O13532, 15:57:54, SELL, 800"
"Cancel: O03318, 11:05:23, BUY, 500, $ 26.48"
"Market order: O13533, 15:57:56, SELL, 700"
"Market order: O13534, 15:57:57, BUY, 100"
"Market order: O13535, 15:57:58, SELL, 800"
"Cancel: O11605, 15:03:31, SELL, 200, $ 44.26"
"Add limit order: O13536, 15:58:00, SELL, 700, $ 42.19"
"Add limit order: O13537, 15:58:01, BUY, 400, $ 30.13"
"Add limit order: O13538, 15:58:02, SELL, 300, $ 39.93"
"Market order: O13539, 15:58:04, BUY, 200"
"Market order: O13540, 15:58:05, SELL, 200"
"Add limit order: O13541, 15:58:06, BUY, 100, $ 28.46"
"Market order: O13542, 15:58:08, SELL, 300"
"Market order: O13543, 15:58:09, SELL, 400"
"Add limit order: O13544, 15:58:10, BUY, 600, $ 25.26"
"Add limit order: O13545, 15:58:11, BUY, 900, $ 33.89"
"Market order: O13546, 15:58:12, BUY, 900"
"Add limit order: O13547, 15:58:13, BUY, 100, $ 31.31"
"Add limit order: O13548, 15:58:14, BUY, 100, $ 34.36"
"Add limit order: O13549, 15:58:15, SELL, 900, $ 44.44"
"Market order: O13550, 15:58:16, SELL, 300"
"Add limit order: O13551, 15:58:18, BUY, 600, $ 25.06"
"Market order: O13552, 15:58:21, BUY, 800"
"Market order: O13553, 15:58:24, SELL, 300"
"Add limit order: O13554, 15:58:26, BUY, 300, $ 33.81"
"Add limit order: O13555, 15:58:28, SELL, 600, $ 39.5"
"Market order: O13556, 15:58:30, BUY, 200"
"Add limit order: O13557, 15:58:31, BUY, 500, $ 25.32"
"Add limit order: O13558, 15:58:32, BUY, 300, $ 25.87"
"Market order: O13559, 15:58:33, SELL, 700"
"Market order: O13560, 15:58:35, SELL, 800"
"Market order: O13561, 15:58:36, BUY, 700"
"Market order: O13562, 15:58:39, SELL, 600"
"Add limit order: O13563, 15:58:40, SELL, 200, $ 44.49"
